선수명,생년월일,연도,연봉,WAR
김기태,1969-05-23,2002,"20,000",1.354
김기태,1969-05-23,2003,"20,000",0.688
김기태,1969-05-23,2004,"20,000",2.635
김기태,1969-05-23,2005,"25,000",-0.521
김동건,1982-03-07,2001,,-0.005
김동건,1982-03-07,2002,"1,900",-0.061
김동건,1982-03-07,2003,"2,000",0.000
김동건,1982-03-07,2006,"2,000",-0.120
김동건,1982-03-07,2007,"2,100",-0.227
김동건,1982-03-07,2008,"2,200",0.039
김동건,1982-03-07,2009,"2,400",-0.014
김동건,1982-03-07,2013,"2,400",-0.078
김동수,1968-10-27,1990,,4.893
김동수,1968-10-27,1991,,0.863
김동수,1968-10-27,1992,,4.002
김동수,1968-10-27,1993,,5.484
김동수,1968-10-27,1994,,4.158
김동수,1968-10-27,1995,,3.466
김동수,1968-10-27,1996,,2.734
김동수,1968-10-27,1997,"8,300",3.766
김동수,1968-10-27,1998,"10,000",5.501
김동수,1968-10-27,1999,"12,500",3.668
김동수,1968-10-27,2000,"15,000",1.268
김동수,1968-10-27,2001,"17,000",1.413
김동수,1968-10-27,2002,"18,750",1.759
김동수,1968-10-27,2003,"10,000",4.266
김동수,1968-10-27,2004,"20,000",1.372
김동수,1968-10-27,2005,"20,000",0.832
김동수,1968-10-27,2006,"20,000",2.605
김동수,1968-10-27,2007,"30,000",1.732
김동수,1968-10-27,2008,"8,000",0.686
김동수,1968-10-27,2009,"13,000",1.012
김민재,1973-01-03,1991,,-0.171
김민재,1973-01-03,1992,,-0.529
김민재,1973-01-03,1993,,1.493
김민재,1973-01-03,1994,,1.348
김민재,1973-01-03,1995,,1.125
김민재,1973-01-03,1996,,1.334
김민재,1973-01-03,1997,"4,850",0.416
김민재,1973-01-03,1998,"5,300",1.202
김민재,1973-01-03,1999,"5,500",1.482
김민재,1973-01-03,2000,"8,000",0.838
김민재,1973-01-03,2001,"7,600",1.630
김민재,1973-01-03,2002,"11,400",2.001
김민재,1973-01-03,2003,"11,400",-0.165
김민재,1973-01-03,2004,"13,000",0.708
김민재,1973-01-03,2005,"13,000",2.484
김민재,1973-01-03,2006,"19,000",0.771
김민재,1973-01-03,2007,"21,000",2.170
김민재,1973-01-03,2008,"20,000",1.210
김민재,1973-01-03,2009,"20,000",-0.564
김재구,1978-05-31,2002,,0.268
김재구,1978-05-31,2006,"2,500",0.435
김재구,1978-05-31,2007,"3,000",-0.200
김재구,1978-05-31,2008,"3,000",-0.198
송재익,1974-03-27,1997,"2,000",-0.108
송재익,1974-03-27,1998,"2,200",0.010
송재익,1974-03-27,1999,"2,000",0.093
송재익,1974-03-27,2001,"2,200",-0.298
송재익,1974-03-27,2002,"3,200",0.075
송재익,1974-03-27,2003,"4,000",-0.022
송재익,1974-03-27,2004,"5,400",-0.937
안재만,1974-10-02,1997,"2,000",0.676
안재만,1974-10-02,1998,"2,400",-0.243
안재만,1974-10-02,1999,"2,400",0.020
안재만,1974-10-02,2000,"2,000",1.635
안재만,1974-10-02,2001,"2,000",1.960
안재만,1974-10-02,2002,"5,400",0.287
안재만,1974-10-02,2003,"4,700",0.938
안재만,1974-10-02,2004,"6,700",-0.021
안재만,1974-10-02,2005,"6,700",0.178
안재만,1974-10-02,2006,"6,200",0.498
안재만,1974-10-02,2007,"6,100",-0.115
안재만,1974-10-02,2008,"5,000",-0.095
양용모,1967-12-20,1991,,0.298
양용모,1967-12-20,1992,,2.404
양용모,1967-12-20,1993,,0.315
양용모,1967-12-20,1996,,-0.316
양용모,1967-12-20,1997,"4,000",0.407
양용모,1967-12-20,1998,"4,500",-0.223
양용모,1967-12-20,1999,"4,500",-0.037
양용모,1967-12-20,2000,"4,600",0.204
양용모,1967-12-20,2001,"5,600",-0.796
양용모,1967-12-20,2002,"6,000",-0.006
양현석,1977-10-20,2000,,-0.309
양현석,1977-10-20,2001,,0.869
양현석,1977-10-20,2002,"3,800",0.938
양현석,1977-10-20,2003,"4,300",-0.323
양현석,1977-10-20,2004,"4,700",-0.194
양현석,1977-10-20,2007,"4,700",-0.068
윤형국,1979-08-20,2002,,0.005
윤형국,1979-08-20,2003,"2,200",0.020
윤형국,1979-08-20,2004,"2,200",-0.282
이진영,1980-06-15,1999,,-0.099
이진영,1980-06-15,2000,"2,600",0.413
이진영,1980-06-15,2001,"3,600",0.841
이진영,1980-06-15,2002,"5,100",3.501
이진영,1980-06-15,2003,"8,000",5.328
이진영,1980-06-15,2004,"16,000",5.072
이진영,1980-06-15,2005,"18,500",3.633
이진영,1980-06-15,2006,"25,000",2.225
이진영,1980-06-15,2007,"22,000",3.082
이진영,1980-06-15,2008,"24,000",2.392
이진영,1980-06-15,2009,"36,000",1.957
이진영,1980-06-15,2010,"54,000",2.570
이진영,1980-06-15,2011,"55,000",0.939
이진영,1980-06-15,2012,"55,000",2.789
이진영,1980-06-15,2013,"60,000",2.838
이진영,1980-06-15,2014,"60,000",2.050
이진영,1980-06-15,2015,"60,000",0.398
이진영,1980-06-15,2016,"60,000",1.551
이진영,1980-06-15,2017,"40,000",-0.144
이진영,1980-06-15,2018,"900,000",0.356
이호준,1976-02-08,1994,,-0.478
이호준,1976-02-08,1996,,0.158
이호준,1976-02-08,1997,"1,800",0.819
이호준,1976-02-08,1998,"2,800",3.659
이호준,1976-02-08,1999,"4,000",1.425
이호준,1976-02-08,2000,"4,000",0.133
이호준,1976-02-08,2001,"5,000",-0.025
이호준,1976-02-08,2002,"5,000",3.276
이호준,1976-02-08,2003,"8,000",5.146
이호준,1976-02-08,2004,"15,000",3.919
이호준,1976-02-08,2005,"18,500",2.914
이호준,1976-02-08,2007,"25,000",3.014
이호준,1976-02-08,2008,"50,000",-0.139
이호준,1976-02-08,2009,"50,000",1.533
이호준,1976-02-08,2010,"50,000",0.539
이호준,1976-02-08,2011,"50,000",0.790
이호준,1976-02-08,2012,"25,000",4.450
이호준,1976-02-08,2013,"45,000",2.404
이호준,1976-02-08,2014,"45,000",1.370
이호준,1976-02-08,2015,"75,000",1.872
이호준,1976-02-08,2016,"75,000",1.709
이호준,1976-02-08,2017,"900,000",0.634
정경배,1974-02-20,1996,,0.523
정경배,1974-02-20,1997,"2,800",3.073
정경배,1974-02-20,1998,"4,000",0.907
정경배,1974-02-20,1999,"5,000",3.714
정경배,1974-02-20,2000,"8,500",2.809
정경배,1974-02-20,2001,"8,000",0.476
정경배,1974-02-20,2002,"9,500",0.860
정경배,1974-02-20,2003,"8,800",2.125
정경배,1974-02-20,2004,"12,000",2.712
정경배,1974-02-20,2005,"13,000",2.867
정경배,1974-02-20,2006,"25,000",-0.061
정경배,1974-02-20,2007,"25,000",0.353
정경배,1974-02-20,2008,"25,000",-0.130
정경배,1974-02-20,2009,"10,000",-0.247
정상호,1982-12-24,2001,,0.275
정상호,1982-12-24,2002,"2,300",-0.236
정상호,1982-12-24,2003,"2,300",0.028
정상호,1982-12-24,2007,"2,600",0.265
정상호,1982-12-24,2008,"4,000",0.803
정상호,1982-12-24,2009,"6,500",2.282
정상호,1982-12-24,2010,"11,000",1.020
정상호,1982-12-24,2011,"10,000",2.403
정상호,1982-12-24,2012,"13,000",0.667
정상호,1982-12-24,2013,"13,000",1.852
정상호,1982-12-24,2014,"15,500",0.837
정상호,1982-12-24,2015,"15,500",1.298
정상호,1982-12-24,2016,"50,000",-0.332
정상호,1982-12-24,2017,"50,000",0.329
정상호,1982-12-24,2018,"50,000",-0.047
정상호,1982-12-24,2019,"50,000",-0.431
정상호,1982-12-24,2020,"50,000",-0.582
조경환,1972-08-27,1998,,0.921
조경환,1972-08-27,1999,"2,900",2.052
조경환,1972-08-27,2000,"5,000",2.574
조경환,1972-08-27,2001,"7,200",4.081
조경환,1972-08-27,2002,"7,200",0.529
조경환,1972-08-27,2003,"11,000",2.690
조경환,1972-08-27,2004,"13,000",0.386
조경환,1972-08-27,2005,"11,000",-0.050
조경환,1972-08-27,2006,"11,000",0.572
조경환,1972-08-27,2007,"9,400",0.483
조동화,1981-03-22,2001,,-0.064
조동화,1981-03-22,2002,"1,700",-0.023
조동화,1981-03-22,2005,"2,000",-0.455
조동화,1981-03-22,2006,"4,500",-0.216
조동화,1981-03-22,2007,"4,000",1.220
조동화,1981-03-22,2008,"7,500",1.132
조동화,1981-03-22,2009,"10,500",-1.523
조동화,1981-03-22,2010,"9,000",0.285
조동화,1981-03-22,2011,"11,000",-0.040
조동화,1981-03-22,2012,"11,000",-0.177
조동화,1981-03-22,2013,"9,000",0.826
조동화,1981-03-22,2014,"12,000",0.168
조동화,1981-03-22,2015,"30,000",0.327
조동화,1981-03-22,2016,"30,000",-0.537
조원우,1971-04-08,1994,,0.666
조원우,1971-04-08,1995,,0.049
조원우,1971-04-08,1996,,0.350
조원우,1971-04-08,1997,"4,200",2.408
조원우,1971-04-08,1998,"6,200",4.738
조원우,1971-04-08,1999,"8,000",1.300
조원우,1971-04-08,2000,"8,000",-0.467
조원우,1971-04-08,2001,"7,000",1.201
조원우,1971-04-08,2002,"7,000",0.757
조원우,1971-04-08,2003,"8,000",2.352
조원우,1971-04-08,2004,"13,000",1.857
조원우,1971-04-08,2005,"13,000",2.117
조원우,1971-04-08,2006,"15,000",0.781
조원우,1971-04-08,2007,"16,000",1.609
조원우,1971-04-08,2008,"15,000",-0.041
채종범,1977-12-03,2000,,0.017
채종범,1977-12-03,2001,"4,000",0.283
채종범,1977-12-03,2002,"5,200",4.242
채종범,1977-12-03,2003,"8,400",-0.378
채종범,1977-12-03,2004,"7,500",2.055
채종범,1977-12-03,2005,"8,200",0.280
채종범,1977-12-03,2008,"8,200",-0.253
채종범,1977-12-03,2010,"6,000",-0.114
최태원,1970-08-19,1993,,2.454
최태원,1970-08-19,1994,,2.149
최태원,1970-08-19,1995,,3.220
최태원,1970-08-19,1996,,1.658
최태원,1970-08-19,1997,"7,300",3.536
최태원,1970-08-19,1998,"8,200",2.832
최태원,1970-08-19,1999,"8,900",0.114
최태원,1970-08-19,2000,"10,000",1.759
최태원,1970-08-19,2001,"10,000",0.634
최태원,1970-08-19,2002,"9,000",0.808
최태원,1970-08-19,2003,"9,000",-0.113
강봉규,1978-01-12,2000,,0.005
강봉규,1978-01-12,2001,"2,000",0.117
강봉규,1978-01-12,2002,"2,900",0.584
강봉규,1978-01-12,2003,"4,500",0.116
강봉규,1978-01-12,2004,"4,000",0.274
강봉규,1978-01-12,2005,"4,000",0.322
강봉규,1978-01-12,2006,"4,000",0.285
강봉규,1978-01-12,2007,"5,400",0.843
강봉규,1978-01-12,2008,"6,400",0.813
강봉규,1978-01-12,2009,"6,400",4.441
강봉규,1978-01-12,2010,"14,400",0.829
강봉규,1978-01-12,2011,"11,000",0.580
강봉규,1978-01-12,2012,"15,000",1.114
강봉규,1978-01-12,2013,"15,000",0.016
강봉규,1978-01-12,2015,"900,000",-0.094
강인권,1972-06-26,1995,,1.524
강인권,1972-06-26,1996,,0.416
강인권,1972-06-26,1997,"2,400",-0.032
강인권,1972-06-26,1998,"2,200",-0.023
강인권,1972-06-26,1999,"2,000",0.346
강인권,1972-06-26,2000,"2,500",0.872
강인권,1972-06-26,2001,"3,000",1.319
강인권,1972-06-26,2002,"5,500",0.309
강인권,1972-06-26,2003,"5,500",0.889
강인권,1972-06-26,2004,"6,500",0.094
강인권,1972-06-26,2005,"7,700",0.310
강인권,1972-06-26,2006,"7,400",-0.028
고영민,1984-02-08,2002,,-0.177
고영민,1984-02-08,2003,"2,000",-0.050
고영민,1984-02-08,2005,"2,100",-0.194
고영민,1984-02-08,2006,"2,100",2.260
고영민,1984-02-08,2007,"4,200",4.908
고영민,1984-02-08,2008,"12,000",4.645
고영민,1984-02-08,2009,"16,000",1.262
고영민,1984-02-08,2010,"13,500",0.741
고영민,1984-02-08,2011,"9,500",0.198
고영민,1984-02-08,2012,"8,000",1.247
고영민,1984-02-08,2013,"7,500",0.221
고영민,1984-02-08,2014,"7,500",0.267
고영민,1984-02-08,2015,"15,000",0.621
고영민,1984-02-08,2016,"900,000",0.050
김동주,1976-02-03,1998,,3.373
김동주,1976-02-03,1999,"4,000",4.936
김동주,1976-02-03,2000,"6,200",7.278
김동주,1976-02-03,2001,"12,500",2.756
김동주,1976-02-03,2002,"16,500",6.126
김동주,1976-02-03,2003,"22,500",5.610
김동주,1976-02-03,2004,"30,000",5.053
김동주,1976-02-03,2005,"32,000",3.944
김동주,1976-02-03,2006,"42,000",0.636
김동주,1976-02-03,2007,"42,000",7.415
김동주,1976-02-03,2008,"70,000",5.177
김동주,1976-02-03,2009,"70,000",5.759
김동주,1976-02-03,2010,"70,000",3.207
김동주,1976-02-03,2011,"70,000",3.444
김동주,1976-02-03,2012,"70,000",1.248
김동주,1976-02-03,2013,"70,000",0.388
김민호,1969-03-19,1993,,0.427
김민호,1969-03-19,1994,,3.071
김민호,1969-03-19,1995,,4.135
김민호,1969-03-19,1996,,0.325
김민호,1969-03-19,1997,"6,200",2.904
김민호,1969-03-19,1998,"7,200",0.471
김민호,1969-03-19,1999,"6,900",2.152
김민호,1969-03-19,2000,"9,000",0.785
김민호,1969-03-19,2001,"9,500",0.532
김민호,1969-03-19,2002,"9,000",-0.702
김민호,1969-03-19,2003,"7,000",-0.469
김성균,1976-01-25,2001,"1,700",-0.193
김성균,1976-01-25,2002,"2,000",-0.024
김호,1967-05-03,1991,,3.583
김호,1967-05-03,1992,,1.722
김호,1967-05-03,1993,,1.496
김호,1967-05-03,1995,,0.452
김호,1967-05-03,1996,,1.578
김호,1967-05-03,1997,"5,600",0.354
김호,1967-05-03,1998,"5,600",0.701
김호,1967-05-03,1999,"5,600",1.156
김호,1967-05-03,2000,"5,600",0.698
김호,1967-05-03,2001,"3,600",-0.056
김호,1967-05-03,2002,"4,600",0.464
문희성,1973-02-22,1997,"2,000",0.840
문희성,1973-02-22,1999,"2,000",0.102
문희성,1973-02-22,2000,"2,500",0.264
문희성,1973-02-22,2001,"2,900",-0.035
문희성,1973-02-22,2002,"3,200",-0.134
문희성,1973-02-22,2003,"3,200",0.282
문희성,1973-02-22,2004,"5,000",-0.241
문희성,1973-02-22,2005,"4,700",1.430
문희성,1973-02-22,2006,"8,000",-0.266
송원국,1979-10-26,2001,"1,800",-0.057
송원국,1979-10-26,2002,"2,800",0.525
심재학,1972-10-18,1995,,1.742
심재학,1972-10-18,1996,,4.305
심재학,1972-10-18,1997,"4,900",3.487
심재학,1972-10-18,1998,"5,600",2.486
심재학,1972-10-18,1999,"7,300",0.227
심재학,1972-10-18,2000,"8,000",3.060
심재학,1972-10-18,2001,"11,500",6.411
심재학,1972-10-18,2002,"20,000",2.414
심재학,1972-10-18,2003,"17,500",0.524
심재학,1972-10-18,2004,"16,500",4.332
심재학,1972-10-18,2005,"25,000",1.829
심재학,1972-10-18,2006,"25,000",-0.376
심재학,1972-10-18,2007,"25,000",-0.002
심재학,1972-10-18,2008,"10,000",-0.022
안경현,1970-02-13,1992,,-0.350
안경현,1970-02-13,1993,,0.339
안경현,1970-02-13,1994,,1.063
안경현,1970-02-13,1995,,1.832
안경현,1970-02-13,1996,,2.213
안경현,1970-02-13,1997,"5,200",2.072
안경현,1970-02-13,1998,"5,200",1.349
안경현,1970-02-13,1999,"5,700",0.369
안경현,1970-02-13,2000,"6,300",2.075
안경현,1970-02-13,2001,"8,000",3.817
안경현,1970-02-13,2002,"13,500",3.135
안경현,1970-02-13,2003,"20,000",4.980
안경현,1970-02-13,2004,"20,000",3.419
안경현,1970-02-13,2005,"20,000",2.797
안경현,1970-02-13,2006,"20,000",3.539
안경현,1970-02-13,2007,"30,000",0.963
안경현,1970-02-13,2008,"30,000",0.197
안경현,1970-02-13,2009,"8,000",-0.579
안경현,1970-02-13,2010,"7,000",-0.119
유재웅,1979-05-20,2002,,-0.129
유재웅,1979-05-20,2004,"2,000",0.653
유재웅,1979-05-20,2007,"3,200",-0.093
유재웅,1979-05-20,2008,"2,800",0.612
유재웅,1979-05-20,2009,"4,400",0.276
유재웅,1979-05-20,2010,"5,000",0.539
유재웅,1979-05-20,2011,"4,800",0.003
유재웅,1979-05-20,2012,"4,800",-0.109
윤태수,1978-04-05,2002,"2,000",0.039
윤태수,1978-04-05,2003,"2,000",0.108
이종민,1972-12-25,1991,,0.133
이종민,1972-12-25,1992,,-0.645
이종민,1972-12-25,1993,,0.384
이종민,1972-12-25,1994,,-0.044
이종민,1972-12-25,1997,"2,500",1.644
이종민,1972-12-25,1998,"3,800",-0.532
이종민,1972-12-25,1999,"3,600",-0.339
이종민,1972-12-25,2000,"3,400",-0.042
이종민,1972-12-25,2001,"4,400",-0.324
이종민,1972-12-25,2002,"5,200",-0.137
장원진,1969-06-15,1992,,0.223
장원진,1969-06-15,1993,,0.461
장원진,1969-06-15,1994,,1.820
장원진,1969-06-15,1995,,2.504
장원진,1969-06-15,1997,"4,200",0.713
장원진,1969-06-15,1998,"5,000",-0.429
장원진,1969-06-15,1999,"4,700",1.553
장원진,1969-06-15,2000,"6,400",3.486
장원진,1969-06-15,2001,"10,200",0.946
장원진,1969-06-15,2002,"14,700",-0.102
장원진,1969-06-15,2003,"13,700",1.058
장원진,1969-06-15,2004,"15,000",1.160
장원진,1969-06-15,2005,"15,000",1.259
장원진,1969-06-15,2006,"20,000",-0.301
장원진,1969-06-15,2007,"15,000",-0.133
전상렬,1972-06-12,1992,,-0.083
전상렬,1972-06-12,1993,,-0.007
전상렬,1972-06-12,1995,,0.033
전상렬,1972-06-12,1996,,-0.090
전상렬,1972-06-12,1997,,1.099
전상렬,1972-06-12,1998,,-0.185
전상렬,1972-06-12,1999,,-0.019
전상렬,1972-06-12,2000,,-0.184
전상렬,1972-06-12,2001,,0.399
전상렬,1972-06-12,2002,,0.252
전상렬,1972-06-12,2003,,0.619
전상렬,1972-06-12,2004,,0.954
전상렬,1972-06-12,2005,"14,000",0.511
전상렬,1972-06-12,2006,"15,000",-0.297
전상렬,1972-06-12,2007,"15,000",-0.117
전상렬,1972-06-12,2008,"10,500",-0.252
정수근,1977-01-20,1995,,0.502
정수근,1977-01-20,1996,,2.220
정수근,1977-01-20,1997,"4,600",2.452
정수근,1977-01-20,1998,"4,600",4.198
정수근,1977-01-20,1999,"7,600",5.553
정수근,1977-01-20,2000,"10,500",2.780
정수근,1977-01-20,2001,"13,500",4.854
정수근,1977-01-20,2002,"21,000",0.677
정수근,1977-01-20,2003,"18,000",2.153
정수근,1977-01-20,2004,"25,000",1.615
정수근,1977-01-20,2005,"25,000",2.505
정수근,1977-01-20,2006,"30,000",1.657
정수근,1977-01-20,2007,"30,000",2.367
정수근,1977-01-20,2008,"40,000",1.967
정수근,1977-01-20,2009,"40,000",-0.194
최경환,1972-05-12,2000,"4,000",-0.136
최경환,1972-05-12,2001,"4,000",-0.329
최경환,1972-05-12,2002,"3,000",1.936
최경환,1972-05-12,2003,"6,000",0.545
최경환,1972-05-12,2004,"7,200",1.269
최경환,1972-05-12,2005,"11,000",1.022
최경환,1972-05-12,2006,"11,000",-0.609
최경환,1972-05-12,2007,"9,500",-0.035
최경환,1972-05-12,2008,"7,000",0.808
최경환,1972-05-12,2009,"7,500",0.090
홍성흔,1977-02-28,1999,,1.720
홍성흔,1977-02-28,2000,"4,000",2.963
홍성흔,1977-02-28,2001,"7,500",1.720
홍성흔,1977-02-28,2002,"12,000",4.179
홍성흔,1977-02-28,2003,"18,000",1.652
홍성흔,1977-02-28,2004,"16,000",6.174
홍성흔,1977-02-28,2005,"28,000",2.684
홍성흔,1977-02-28,2006,"32,000",3.655
홍성흔,1977-02-28,2007,"31,000",1.871
홍성흔,1977-02-28,2008,"31,000",2.379
홍성흔,1977-02-28,2009,"27,900",4.190
홍성흔,1977-02-28,2010,"40,000",5.154
홍성흔,1977-02-28,2011,"40,000",2.129
홍성흔,1977-02-28,2012,"40,000",2.713
홍성흔,1977-02-28,2013,"40,000",2.600
홍성흔,1977-02-28,2014,"40,000",3.315
홍성흔,1977-02-28,2015,"40,000",0.095
홍성흔,1977-02-28,2016,"900,000",-0.153
홍원기,1973-06-05,1996,,2.893
홍원기,1973-06-05,1997,"3,900",1.087
홍원기,1973-06-05,1998,"3,600",0.121
홍원기,1973-06-05,1999,"3,600",-0.439
홍원기,1973-06-05,2000,"3,600",1.325
홍원기,1973-06-05,2001,"5,600",1.542
홍원기,1973-06-05,2002,"8,600",-0.833
홍원기,1973-06-05,2003,"7,600",2.526
홍원기,1973-06-05,2004,"11,000",-0.084
홍원기,1973-06-05,2005,"10,000",0.486
홍원기,1973-06-05,2006,"8,000",0.820
홍원기,1973-06-05,2007,"7,000",-0.447
권오현,1978-03-12,2001,,-0.270
권오현,1978-03-12,2002,"2,000",-0.064
권오현,1978-03-12,2003,"2,300",-0.019
김대익,1973-06-03,1996,,2.283
김대익,1973-06-03,1997,"3,120",2.321
김대익,1973-06-03,1998,"4,200",4.410
김대익,1973-06-03,1999,"5,700",0.716
김대익,1973-06-03,2000,"6,700",2.315
김대익,1973-06-03,2001,"7,700",1.285
김대익,1973-06-03,2002,"8,300",0.700
김대익,1973-06-03,2003,"8,700",-0.430
김대익,1973-06-03,2004,"8,700",1.207
김대익,1973-06-03,2005,"9,000",0.669
김대익,1973-06-03,2006,"10,000",0.045
김대익,1973-06-03,2007,"10,000",-0.192
김응국,1966-01-14,1988,,0.096
김응국,1966-01-14,1989,,0.538
김응국,1966-01-14,1990,,3.061
김응국,1966-01-14,1991,,4.205
김응국,1966-01-14,1992,,4.595
김응국,1966-01-14,1993,,2.764
김응국,1966-01-14,1994,,4.243
김응국,1966-01-14,1995,,4.347
김응국,1966-01-14,1996,,5.689
김응국,1966-01-14,1997,"10,000",0.948
김응국,1966-01-14,1998,"9,000",0.890
김응국,1966-01-14,1999,"8,100",1.405
김응국,1966-01-14,2000,"11,000",0.864
김응국,1966-01-14,2001,"11,000",-0.100
김응국,1966-01-14,2002,"11,000",1.386
김응국,1966-01-14,2003,"12,000",0.070
김정현,1979-05-27,2002,,-0.168
김주찬,1981-03-25,2000,,0.357
김주찬,1981-03-25,2001,"2,300",1.807
김주찬,1981-03-25,2002,"4,100",-0.446
김주찬,1981-03-25,2003,"4,600",-0.913
김주찬,1981-03-25,2004,"4,000",2.068
김주찬,1981-03-25,2007,"4,000",0.568
김주찬,1981-03-25,2008,"6,600",3.076
김주찬,1981-03-25,2009,"10,500",2.260
김주찬,1981-03-25,2010,"15,000",1.296
김주찬,1981-03-25,2011,"17,000",2.396
김주찬,1981-03-25,2012,"27,000",2.880
김주찬,1981-03-25,2013,"50,000",1.322
김주찬,1981-03-25,2014,"50,000",2.974
김주찬,1981-03-25,2015,"50,000",3.164
김주찬,1981-03-25,2016,"50,000",4.271
김주찬,1981-03-25,2017,"60,000",2.342
김주찬,1981-03-25,2018,"40,000",2.328
